dialerLeadId,Final_Output,Sales_Probability,Predictive_Sales_Probability,No_Sales_Probability
2519686,1,0.00350425,97.81700308,2.17949267
2657898,1,0.003293043,97.72417135,2.272535607
3374677,0,0.29159638,34.43177687,65.27662675
2358222,0,0.157364675,8.191491244,91.65114408
2323129,1,0.016775971,72.4350951,27.54812892
2343453,1,0.012453622,95.51385978,4.473686599
2367430,1,0.007963975,98.22922458,1.762811442
3054429,0,0.219764778,18.52131841,81.25891681
1.80017E+12,1,0.002210919,99.91189056,0.085898521
2369314,0,0.216743667,16.01143654,83.77181979
2583904,0,0.024775236,26.2213892,73.75383556
2542435,1,0.014176789,83.33501938,16.65080383
1.80017E+12,1,0.002210919,99.91189056,0.085898521
2317094,1,0.013125497,90.32305711,9.663817392
3416498,1,0.003353927,97.68359444,2.313051628
3047823,0,10.16873335,38.45660779,51.37465886
3122817,0,0.219606698,17.0225553,82.75783801
3360601,0,0.199720572,33.09027842,66.71000101
3230215,0,0.303240585,12.71414427,86.98261514
2670544,0,0.023914596,22.87323636,77.10284904
2662665,1,0.003130543,97.73892085,2.257948603
2685614,1,0.23043002,93.99270486,5.77686512
3318947,1,0.026027458,60.35063108,39.62334146
2560884,1,0.014493705,95.36748049,4.618025801
3385008,0,0.24376191,22.88651884,76.86971925
2679852,0,0.024775236,26.2213892,73.75383556
3385590,1,0.007641203,98.28588026,1.70647854
3326977,0,0.129918989,12.69427797,87.17580304
3039189,0,0.534577,24.52620333,74.93921967
3129437,0,0.191740792,24.91778442,74.89047479
2580061,0,0.111170364,27.43256576,72.45626388
2937048,1,0.003454349,98.02793374,1.968611911
2655298,1,0.003812576,97.95882223,2.03736519
1.80017E+12,1,0.002210919,99.91189056,0.085898521
2556513,1,0.013176877,79.67488667,20.31193645
3015531,0,0.22644127,27.23366084,72.53989789
2598397,0,0.223154316,20.71945179,79.05739389
2698170,1,0.003504914,97.82611235,2.17038274
3062967,1,0.016071274,90.44533369,9.538595033
2675245,1,0.008487423,98.21478789,1.776724692
2357885,0,0.173090028,8.083028068,91.7438819
2565937,2,94.1413866,1.930189377,3.928424024
3205775,1,0.019086914,88.02260276,11.95831033
2343576,0,0.205344763,20.28005429,79.51460095
3300790,1,0.003537335,97.05864134,2.937821323
2980985,1,0.015058535,75.04814695,24.93679451
3191892,0,0.214178892,14.26790098,85.51792013
2597501,0,0.131835968,6.189271328,93.6788927
2643823,1,0.015530637,92.61642069,7.368048675
2583827,1,0.017410201,93.03054822,6.952041577
2763001,0,0.157620413,21.72551711,78.11686247
3212703,1,0.001568312,98.40475314,1.593678552
2660230,0,0.224758685,23.92231806,75.85292325
2974212,1,0.003130663,98.22873798,1.768131354
2597975,1,0.015738589,91.86262994,8.121631472
2906566,1,0.010875944,95.54198268,4.447141378
3028093,0,0.034281134,3.444696873,96.52102199
2504290,0,0.036043578,45.80221647,54.16173996
2623193,0,0.131839432,6.160782884,93.70737768
3092251,1,0.015590594,92.83680538,7.147604024
1.80017E+12,1,0.002210919,99.91189056,0.085898521
3412557,1,0.002121075,98.02284824,1.975030687
2325321,0,0.557091978,18.3330373,81.10987072
2655959,1,0.003257558,97.87187621,2.124866227
3392150,1,0.013103255,75.87827162,24.10862512
2762473,0,0.159166137,12.68406333,87.15677053
2757797,1,0.003807899,97.91644513,2.079746973
2575326,0,0.845838897,16.13594994,83.01821116
2591056,0,0.152114144,7.343445751,92.5044401
3237179,1,0.003968312,98.23337925,1.762652434
3374631,0,1.426482807,18.90756279,79.6659544
2930351,0,0.140429404,15.3810853,84.4784853
2646791,1,0.011672874,95.5244913,4.463835823
2566065,1,0.014837551,90.62458784,9.360574605
2587374,0,0.022367101,17.20706633,82.77056656
2332843,2,90.24133427,2.107453718,7.651212017
3366068,1,0.002414799,97.86226916,2.135316042
2332676,2,67.64755559,4.646472285,27.70597212
2764733,0,0.298697006,23.01135254,76.68995045
2948216,1,0.003842202,97.69922644,2.29693136
2597965,1,0.021169835,90.82448983,9.154340334
3231642,0,0.231077824,26.32606732,73.44285485
3243943,0,0.022367101,17.20706633,82.77056656
1.80017E+12,1,0.002210497,99.90559069,0.092198811
2679347,0,1.013070415,34.78213715,64.20479244
3370952,0,0.143381932,26.98191857,72.87469949
2591601,0,0.359767066,19.13301006,80.50722287
1.80017E+12,1,0.002210919,99.91189056,0.085898521
2572130,0,0.316216496,33.23832215,66.44546136
2629537,1,0.008388584,98.15383351,1.837777906
2900250,0,0.130579112,6.211746276,93.65767461
3406449,0,0.136907059,16.8015083,83.06158464
2617787,0,0.035226048,3.575246395,96.38952756
2675648,0,19.40283389,6.110051893,74.48711422
3309275,0,0.149041128,26.67891771,73.17204116
3374570,1,0.003221195,97.87863974,2.118139062
2904545,1,0.00383374,98.01581826,1.980348005
3334124,1,0.020607185,95.09913951,4.880253303
3106912,0,0.271351102,30.35990534,69.36874356
3338563,2,61.75144087,2.364208816,35.88435032
3229942,0,0.140189209,17.58235422,82.27745657
2995549,1,0.008620359,98.04196777,1.949411876
2981478,0,0.130901486,6.198412817,93.6706857
2702122,1,0.003197181,98.09983189,1.896970924
3076711,1,0.027177889,86.04536103,13.92746108
1.80017E+12,1,0.002437971,99.89801555,0.099546475
2756767,0,0.743503835,30.76750338,68.48899279
2561963,0,0.154604266,6.008862365,93.83653337
3395775,2,47.82929529,9.879396423,42.29130828
2604465,1,0.014670826,91.81780556,8.167523609
3016645,1,0.016479028,67.78940342,32.19411755
3122466,1,0.014322638,93.49395788,6.491719483
2358440,0,0.261767464,20.54000244,79.19823009
1.80017E+12,1,0.002463988,99.88520211,0.112333902
2692118,1,0.00350425,97.84663271,2.14986304
3014874,1,0.003358879,98.03366053,1.962980588
3144748,0,0.022367101,17.20706633,82.77056656
2877066,0,0.013780727,15.8761359,84.11008337
2691592,1,0.003807899,97.91644513,2.079746973
2619967,1,0.020963449,91.83177741,8.147259142
2919198,0,0.131141546,6.446850192,93.42200826
2681300,0,0.280662988,21.53150167,78.18783534
2974262,1,0.00328489,98.12367528,1.873039826
1.80017E+12,1,0.002210919,99.91189056,0.085898521
2501855,0,0.217174244,23.68665849,76.09616727
2967024,0,0.311127477,23.40055132,76.2883212
2327087,1,0.003346263,97.60682851,2.389825223
2501006,0,0.293066601,22.64042882,77.06650458
2315526,0,0.153475155,7.522901738,92.32362311
2619027,0,0.104138897,14.81471658,85.08114452
3197246,0,0.140116687,13.64341216,86.21647115
3201533,0,0.231207151,26.62263057,73.14616228
3057896,0,0.146665645,27.83485071,72.01848365
1.80017E+12,1,0.002210919,99.91189056,0.085898521
2759872,0,0.010695756,16.83973525,83.149569
2570543,2,79.57604727,4.762887639,15.6610651
2574377,1,0.017721124,91.63314425,8.349134625
3093394,0,0.354218162,24.69336837,74.95241347
3068236,1,0.018010038,72.24838121,27.73360875
3120383,1,0.034772787,70.15541533,29.80981188
2553594,1,0.007038581,75.88319629,24.10976513
2991807,0,0.231573484,27.05847185,72.70995466
2990652,1,0.017422601,87.30162103,12.68095637
2622933,0,0.021681591,17.01962175,82.95869666
3061274,1,0.017479312,80.88932525,19.09319543
3276901,0,0.143137283,19.90231117,79.95455155
2351606,0,0.220993486,15.99354764,83.78545887
2514401,1,0.012827165,95.03501861,4.952154227
2351678,1,0.003198231,98.10436387,1.892437902
2653645,0,0.30387562,21.16154753,78.53457685
1.80017E+12,1,0.002210919,99.91189056,0.085898521
3310540,0,0.131839432,6.160782884,93.70737768
2556607,1,0.008445826,72.64667944,27.34487473
2979178,1,0.163258241,74.64228746,25.1944543
3081355,2,90.63625587,1.714838052,7.648906077
3237035,0,0.133594204,20.07824971,79.78815608
2770774,1,0.038183018,51.13616019,48.82565679
3388832,0,0.231207151,26.58651798,73.18227487
3050956,1,0.007070997,82.4557482,17.5371808
2584094,1,0.014278101,93.73078068,6.254941214
2517862,0,0.219395956,21.54531896,78.23528508
3117210,0,0.090405555,30.24742095,69.6621735
2597787,0,0.270730362,33.76707113,65.96219851
2552813,1,0.015820517,92.93144831,7.052731172
2573344,0,5.815643732,5.652110093,88.53224617
3312558,1,0.020447042,89.15525565,10.82429731
2985864,1,0.004517859,97.28995986,2.705522277
2648601,1,0.003807899,97.91644513,2.079746973
3288483,1,0.003088179,97.8822163,2.114695522
2598803,0,0.41482932,19.50674381,80.07842687
3249080,1,0.003280205,98.0858649,1.910854891
3119002,0,0.151531783,8.23190353,91.61656469
2937885,1,0.100423784,95.69679788,4.202778334
3189888,1,0.003765985,96.74097692,3.255257098
2915046,0,0.117173169,5.563685949,94.31914088
3078550,1,0.017149449,93.13281214,6.850038414
3397320,1,0.092923735,91.99230175,7.914774511
3024570,0,0.143273201,7.265654128,92.59107267
3332531,1,0.002776235,98.01553329,1.981690478
1.80017E+12,1,0.002210497,99.90559069,0.092198811
3046381,1,0.006314057,85.14586695,14.847819
1.80017E+12,1,0.002210919,99.91189056,0.085898521
2621551,1,0.104324213,75.42987609,24.46579969
3039429,0,0.067444596,22.3549028,77.5776526
2536996,0,0.034965533,3.57872587,96.3863086
2682442,2,75.82920605,4.466612196,19.70418175
2607618,0,0.249163024,22.00242046,77.74841652
3393527,0,0.037266844,4.138518141,95.82421501
2645346,2,84.59541546,2.735165596,12.66941895
2692801,1,0.02424,93.87699939,6.098760608
2340543,0,1.861789997,14.70977029,83.42843971
2987775,1,0.022213124,90.90692128,9.070865596
2368245,0,9.21701204,5.617578685,85.16540927
1.80017E+12,1,0.002463988,99.88520211,0.112333902
2876974,1,0.011144379,86.36575036,13.62310526
2507215,0,0.230188416,21.83522632,77.93458526
3139822,1,0.00765432,95.08531735,4.907028333
2651878,1,0.003531467,97.45294207,2.543526464
2689727,0,0.035226048,3.575246395,96.38952756
1.80017E+12,1,0.002463988,99.88520211,0.112333902
3261994,0,0.132164347,7.447995256,92.4198404
2327120,0,0.152547506,13.44498476,86.40246773
3143250,1,0.00403374,97.26767897,2.728287285
2324290,1,0.003804279,97.11895547,2.877240256
3372604,0,0.131657151,7.484686266,92.38365658
2631987,1,0.008539363,98.09655162,1.894909013
3206166,0,0.022367101,17.20706633,82.77056656
2553463,0,0.153475155,7.286131021,92.56039382
2940379,0,0.025344682,24.90484388,75.06981143
2625130,1,0.008525977,98.13252342,1.858950605
2329453,0,2.290348981,29.40791864,68.30173238
2562904,1,0.017721124,91.63314425,8.349134625
2907518,1,0.055089466,90.4949253,9.449985238
2332379,0,0.118729826,27.46940293,72.41186724
2663473,1,0.012589132,93.25223345,6.735177419
2647389,1,0.014899286,76.61606252,23.3690382
3030307,0,0.149041128,26.67891771,73.17204116
3257141,0,0.242431418,19.9439726,79.81359598
3123239,1,0.015019096,95.10436652,4.880614382
2689073,0,0.280296529,21.69702369,78.02267978
3024440,0,0.022367101,17.20706633,82.77056656
2573341,0,0.183734543,11.43961309,88.37665236
2679844,1,0.008487423,98.21478789,1.776724692
3120054,0,0.33182734,18.5254748,81.14269786
1.80017E+12,1,0.002437971,99.89801555,0.099546475
2697112,0,0.260803309,16.93399188,82.80520481
2358029,0,0.155542211,6.004462149,93.83999564
2334663,0,12.77379785,5.725817874,81.50038428
2646350,0,0.131436707,16.52419472,83.34436858
2367172,1,0.004900573,90.79959523,9.195504198
3281473,1,0.012942222,86.46181224,13.52524554
3038936,0,0.035522347,38.31968729,61.64479037
3088082,1,0.010880623,95.89139487,4.09772451
3152824,0,0.286418928,18.08729709,81.62628399
1.80017E+12,1,0.002210919,99.91189056,0.085898521
2551920,0,0.024512959,30.07046176,69.90502528
2515425,1,0.011931504,96.27094158,3.717126913
2504519,0,0.257519768,19.30522922,80.43725101
3302640,0,0.261937557,21.10092768,78.63713476
2620935,0,0.202954566,20.62014451,79.17690092
2602649,0,0.299138771,26.31439878,73.38646245
3035917,0,0.133720947,18.75971043,81.10656862
2547588,1,0.016799135,90.33947463,9.643726232
3120378,1,0.015511173,94.44439542,5.540093402
2615326,1,0.018666443,94.24846841,5.732865149
2916509,1,0.163539384,73.2718744,26.56458621
3112157,1,0.015931979,93.92504133,6.059026695
2976907,1,0.008586452,98.2885837,1.702829846
3020336,0,0.137634532,19.06377888,80.79858658
3269236,0,0.223753067,7.373108574,92.40313836
2556817,1,0.033170938,73.65965774,26.30717132
3411067,0,0.023216985,20.8109551,79.16582792
2523263,2,96.16935877,0.939555671,2.891085562
3098759,1,0.008549351,84.34568254,15.6457681
2542803,1,0.014334244,81.40472481,18.58094095
3201730,0,0.131121456,6.410918258,93.45796029
3351519,1,0.00371404,97.99187011,2.004415847
2503467,0,0.227935386,27.74772556,72.02433905
2639447,0,0.022656457,17.11723862,82.86010492
2625383,0,0.215778005,16.68653125,83.09769075
2995581,1,0.022738256,89.3373362,10.63992555
3385895,0,0.141298915,15.83867267,84.02002842
3033480,0,0.130579112,6.098364882,93.77105601
3291586,1,0.012598987,95.05796625,4.929434762
2698441,0,0.148611414,27.23355804,72.61783055
3344153,0,0.035226048,4.117412731,95.84736122
3343769,1,0.019930495,99.77816606,0.201903443
2940102,0,1.311615317,21.33397706,77.35440762
3060634,0,0.140712811,19.14879058,80.71049661
3078481,0,0.022435796,16.96160365,83.01596055
3326392,2,63.50910915,2.523682148,33.9672087
2571231,1,0.013823081,96.83337742,3.152799497
2645321,0,0.157425903,22.36254989,77.4800242
3054265,1,0.00606152,86.44501437,13.54892411
2983417,0,0.152000156,7.806572016,92.04142783
2667671,1,0.029238142,81.88917658,18.08158528
2E+12,1,0.002403127,99.90624507,0.091351805
3317396,1,0.021564712,79.84614968,20.13228561
2576035,0,0.219764778,18.47244777,81.30778745
1.80017E+12,1,0.002210919,99.91189056,0.085898521
3315092,0,0.226275908,22.76251728,77.01120681
2363605,0,0.203826478,20.6206403,79.17553322
2354705,1,0.003351644,98.05871517,1.937933187
2581337,1,0.048781662,90.74050132,9.210717022
3261410,0,25.21505642,2.28339855,72.50154503
2840763,1,0.23772213,71.0841378,28.67814007
2921925,0,0.022367101,17.20706633,82.77056656
2368972,0,0.266921229,16.70145894,83.03161983
1.80017E+12,1,0.002210919,99.91189056,0.085898521
3000239,1,0.26491483,79.32754431,20.40754086
2657295,0,0.366223936,22.60128334,77.03249272
2612484,0,0.14899565,29.36833168,70.48267267
2912713,1,0.0139475,96.31955332,3.666499184
3407948,0,0.231900844,29.14847896,70.6196202
2902497,0,0.224052417,26.91667522,72.85927236
3133134,0,0.143021945,47.1979511,52.65902695
3294626,0,0.022367101,17.20706633,82.77056656
3219100,0,0.220264024,24.23095594,75.54878003
3023625,0,0.131141546,6.446850192,93.42200826
3132938,0,0.555628811,12.61997003,86.82440116
3226902,0,0.103904817,18.71297238,81.1831228
2510005,1,0.016030631,93.48155518,6.502414186
2702096,1,0.003653806,97.9504037,2.045942489
2629760,0,0.130579112,6.104042092,93.7653788
2E+12,1,0.006712529,99.48969397,0.503593506
2841540,0,0.417134336,19.48486398,80.09800169
2315850,0,0.029663063,21.61110351,78.35923343
3044046,1,0.006250412,83.83163491,16.16211468
2569855,1,0.011678617,95.46861777,4.519703611
2343764,0,0.14796182,25.70824636,74.14379182
3303510,1,0.003468273,97.46850334,2.528028383
2641469,2,70.64937105,2.697848451,26.6527805
2584662,2,52.65625268,4.563861705,42.77988562
2364135,1,0.003585544,97.67236717,2.324047289
3418116,1,0.033063391,97.49417166,2.472764952
2647401,0,0.131839432,6.160782884,93.70737768
2915198,0,0.305812053,16.56153915,83.1326488
2675211,2,53.63857145,4.804992604,41.55643595
2660488,0,0.030108724,23.32541861,76.64447267
2690839,0,0.26736426,20.41422237,79.31841337
2700426,1,0.002441594,98.14235095,1.855207456
2679917,0,0.353298114,22.65998586,76.98671602
2342362,0,0.22007935,14.3541697,85.42575095
2521522,0,1.463843551,19.36860165,79.1675548
2970836,1,0.006445183,97.51035558,2.483199234
2501873,0,0.229000043,26.10053737,73.67046259
2923213,1,0.017987212,93.64083817,6.341174619
3119264,1,0.015246639,93.79848182,6.186271541
3269566,0,1.066659577,20.69982875,78.23351167
3005052,0,0.038379136,4.349675918,95.61194495
2603154,0,0.257519768,19.30522922,80.43725101
3236915,0,0.029663063,21.61110351,78.35923343
2987836,0,0.218914148,16.66956266,83.11152319
2997947,0,0.131141546,6.446850192,93.42200826
2322118,1,0.003782111,97.81611898,2.180098911
2591938,0,0.022367101,17.20706633,82.77056656
3106132,0,0.055043768,8.345328913,91.59962732
3129021,0,0.131643961,21.5736349,78.29472114
1.80017E+12,1,0.002437971,99.89801555,0.099546475
2668873,0,0.910354947,29.94930341,69.14034165
3202026,0,0.258890422,17.973558,81.76755157
2924491,0,0.224491563,23.97781454,75.79769389
2569496,1,0.00371404,97.99187011,2.004415847
3081129,0,0.134795605,21.08321862,78.78198577
2655044,0,0.152916248,14.54419961,85.30288414
3110988,0,0.217861849,26.24529974,73.53683841
2696513,0,16.11171315,2.406535007,81.48175185
2517635,1,0.01459722,78.22358413,21.76181865
2842877,0,0.149401294,25.61730505,74.23329365
2361742,1,0.033778394,89.27938572,10.68683588
2568222,1,0.016930709,92.54415579,7.438913503
1.80017E+12,1,0.002210919,99.91189056,0.085898521
3344980,0,0.35348995,21.68680743,77.95970262
3199999,0,0.221178412,17.49363735,82.28518424
3302690,1,0.007526403,98.45196546,1.540508137
1.80017E+12,1,0.002463988,99.88520211,0.112333902
2324553,2,89.48346816,1.678801486,8.837730357
2518585,0,0.228360881,18.51245252,81.2591866
2622024,1,0.019879982,91.22246895,8.757651071
3370346,1,0.001094853,99.79890028,0.200004867
1.80017E+12,1,0.002210497,99.90559069,0.092198811
3092192,0,0.144263294,26.54437277,73.31136394
2911185,0,0.242170865,14.86428422,84.89354491
3098913,1,0.008833607,81.95482728,18.03633911
2507005,0,0.126776359,38.35440339,61.51882025
2512708,0,19.07135776,6.309940371,74.61870187
2631069,0,0.075206363,2.537784337,97.3870093
2596952,1,0.022647659,86.70107405,13.27627829
1.80017E+12,1,0.002210919,99.91189056,0.085898521
3262802,0,0.263942147,18.25537954,81.48067831
3044814,1,0.009345519,73.97649378,26.0141607
2544365,2,92.41612368,2.903248875,4.680627445
2960074,1,0.003332613,97.47736995,2.519297435
3035724,1,0.03894229,78.85378955,21.10726816
2550184,2,69.32484994,2.815905435,27.85924462
2368601,0,0.156014024,7.176030729,92.66795525
3265151,0,0.195321073,15.82878196,83.97589697
2926808,1,0.011922281,95.90535222,4.082725501
2E+12,1,0.003032245,99.86186976,0.135097992
2927829,0,0.235032301,15.46454031,84.30042739
2337240,1,0.001094853,99.79890028,0.200004867
2325991,0,0.298235683,16.32525532,83.376509
1.80017E+12,1,0.002210919,99.91189056,0.085898521
3342912,2,81.54953555,3.08906409,15.36140036
1.80017E+12,1,0.002210919,99.91189056,0.085898521
2956326,1,0.008422116,98.28794268,1.703635206
2620937,0,0.393837909,26.3654914,73.24067069
2559143,1,0.012598987,95.05796625,4.929434762
2597077,0,0.386034794,24.80737462,74.80659059
2679679,1,0.002062558,98.37037671,1.627560728
3418280,0,0.311565623,23.0115569,76.67687748
1.80017E+12,1,0.002210919,99.91189056,0.085898521
2354569,1,0.001094853,99.79890028,0.200004867
3068332,0,0.134441425,22.79757151,77.06798706
2939050,0,0.144379618,36.11697787,63.73864251
2366419,0,0.035198414,3.660702933,96.30409865
2918353,0,0.700161566,19.30503226,79.99480617
2592275,1,0.017862869,91.88445972,8.097677412
2591715,0,0.022367101,17.20706633,82.77056656
3269253,0,0.031283388,27.37601513,72.59270149
2572132,1,0.013203447,96.19622474,3.790571813
1.80017E+12,1,0.002210919,99.91189056,0.085898521
2758624,2,80.6408348,3.129838227,16.22932698
2601288,0,0.135738441,8.572341236,91.29192032
3270236,0,0.441467472,24.60527692,74.95325561
3274753,1,0.435573281,78.21751548,21.34691124
1.80017E+12,1,0.002210919,99.91189056,0.085898521
3345016,1,0.004806436,90.15888658,9.836306984
2838989,0,0.58584361,21.14022249,78.2739339
2326164,0,0.231330726,25.73237957,74.0362897
2756651,0,0.566043243,20.00509647,79.42886029
2363646,1,0.090737928,87.18689197,12.7223701
2590946,0,0.227663497,27.64389577,72.12844074
2576990,1,0.01377494,93.00976151,6.976463551
3387672,1,0.017472234,89.73803694,10.24449083
2585480,1,0.01381478,82.7974167,17.18876852
3346652,1,0.003358939,98.15589619,1.840744868
2939703,0,0.36584687,10.62443033,89.0097228
2560978,0,0.035348332,3.756999565,96.2076521
3325153,1,0.337979817,79.45605632,20.20596387
2942745,1,0.002852954,98.31124895,1.685898094
2958294,1,0.026469523,70.04053761,29.93299287
2998376,1,0.008619963,98.04196815,1.949411882
2324762,2,92.26322355,2.025802862,5.710973586
2555360,1,0.012652949,86.25278633,13.73456072
2316336,1,0.021915397,88.94545444,11.03263016
3314211,1,0.019930495,99.77816606,0.201903443
1.80017E+12,1,0.002210919,99.91189056,0.085898521
3001194,1,0.003280205,98.08344418,1.913275612
3422670,0,0.131838678,6.096415189,93.77174613
3143271,0,0.151531783,8.23190353,91.61656469
2837411,0,0.226756306,32.12385361,67.64939009
3374637,0,0.194076331,18.83458779,80.97133588
1.80017E+12,1,0.002210919,99.91189056,0.085898521
2618241,0,0.235194931,26.49215385,73.27265122
2975922,1,22.82367077,43.29715277,33.87917645
3012517,0,0.298045326,30.27954482,69.42240986
2335067,0,0.379025463,22.40988962,77.21108492
3041463,0,0.22754423,27.07246474,72.69999103
2337134,1,0.002401276,97.83621506,2.161383669
1.80017E+12,1,0.002210919,99.91189056,0.085898521
2625115,1,0.008525164,98.12367092,1.867803921
2643649,0,0.088782128,18.05459497,81.8566229
3087037,0,0.207934882,22.1586122,77.63345292
3223412,1,0.001665065,99.66028907,0.338045867
2317038,1,0.02434486,76.60001531,23.37563983
2361545,0,0.147015451,26.8349941,73.01799045
2979051,0,0.135773546,8.450070399,91.41415605
3396626,0,0.131839432,6.169056405,93.69910416
2556835,1,0.012439757,84.03481301,15.95274723
2347204,0,0.152109875,7.380209979,92.46768015
2640263,0,0.029317962,21.13921726,78.83146477
1.80017E+12,1,0.002437971,99.89801555,0.099546475
3061831,1,0.012666294,86.27690726,13.71042645
3372424,0,0.435210656,21.34168326,78.22310608
2357937,1,0.002154326,98.20106532,1.796780356
2510938,0,0.050349585,4.949195767,95.00045465
2343434,0,0.223833078,21.05626043,78.71990649
3121485,0,0.281134641,23.32520471,76.39366065
3083554,1,0.00357487,97.4603926,2.536032528
2343619,0,0.031283388,27.46793924,72.50077737
3065594,0,0.144507838,25.01909727,74.83639489
1.80017E+12,1,0.002210919,99.91189056,0.085898521
2332373,1,0.063220299,90.3958863,9.540893401
3369870,0,0.2753327,16.40208658,83.32258072
2343094,0,0.221939656,26.01810965,73.75995069
2667164,0,0.135496041,22.07432874,77.79017522
3132785,0,1.332456527,24.81168441,73.85585906
3384198,0,0.412512104,21.03867945,78.54880845
3047774,1,0.006019726,78.53768187,21.45629841
3337108,1,0.008425446,98.32549939,1.666075161
2654318,0,0.277666555,14.51691078,85.20542267
3143048,0,0.29437009,20.44933001,79.2562999
2367655,0,0.203883736,13.21363624,86.58248002
2585883,1,0.01377674,96.31155644,3.674666824
3365384,0,0.111170364,27.30970532,72.57912431
2999999,1,0.003394678,97.58252675,2.41407857
3138208,0,0.025429467,31.23018295,68.74438759
2599243,0,0.224299156,25.74025844,74.0354424
2632368,0,0.035390951,3.445624392,96.51898466
3401253,1,0.00654482,97.88236836,2.111086824
2680643,1,0.003670784,98.04044055,1.955888667
2572258,0,0.651411242,16.86505226,82.4835365
3100249,1,0.011163199,89.4323749,10.5564619
3373307,0,0.570163673,12.21923609,87.21060024
2972901,0,0.221388841,20.06753224,79.71107892
2537118,1,0.01411857,95.0052064,4.980675029
3205772,1,0.021817929,91.52706955,8.451112523
3405408,1,0.003391867,97.86743156,2.129176576
2639916,1,0.053329871,96.20916929,3.737500839
2361367,1,0.002744021,98.17444418,1.822811804
3316330,0,0.343879512,23.44839689,76.20772359
3112841,0,0.412902326,20.7622192,78.82487848
2966119,0,0.145202822,16.02422059,83.83057659
2973282,1,0.015665517,98.08875663,1.895577856
3207277,1,0.019967584,84.48145118,15.49858124
3271563,0,0.13338922,20.98649948,78.8801113
2322704,1,0.003804279,97.12289315,2.873302567
2699259,0,0.117218358,5.375855281,94.50692636
2843934,1,0.094896213,83.91411373,15.99099006
3036867,0,0.022633694,17.49411827,82.48324803
3240378,0,0.227663497,27.49917355,72.27316296
2997327,0,0.131839432,6.160782884,93.70737768
1.80017E+12,1,0.002210919,99.91189056,0.085898521
3370032,0,0.02205614,49.50022786,50.477716
3212580,2,90.95802594,1.538239808,7.503734256
2333258,1,0.007294755,98.44009557,1.552609671
2955891,1,0.003000982,98.23377321,1.763225805
2968597,1,0.138693398,91.07446198,8.786844618
2668500,1,0.014201971,95.97415161,4.011646423
2935896,1,0.021499039,94.56199075,5.416510209
3017595,1,0.003190744,98.10862477,1.888184483
3058408,1,0.01413211,81.00974373,18.97612416
2681822,0,0.225018594,29.03236243,70.74261898
3039223,0,0.015656349,47.75984139,52.22450226
2599583,1,0.015649564,93.65829244,6.326057997
2348252,0,0.075206363,2.537784337,97.3870093
2915423,0,0.132164347,7.351035663,92.51679999
2968976,1,0.003468779,98.11306665,1.883464574
3139915,1,0.003208204,97.08096989,2.915821906
3303846,1,0.003225831,97.5655169,2.43125727
3041677,1,0.010521021,74.71891588,25.2705631
2321100,0,7.771366089,3.258715867,88.96991804
2911775,0,1.070335139,21.61653165,77.31313321
2652230,0,0.218979115,17.68449748,82.09652341
2343887,0,1.068934709,18.40221458,80.52885071
3388872,1,0.003502496,98.0466064,1.949891105
2515880,1,0.02691389,69.37743874,30.59564737
3307460,0,9.327553344,2.345446198,88.32700046
3126054,0,0.20490966,22.95356901,76.84152133
2537020,0,0.143103952,19.98012271,79.87677334
2311483,0,0.285914075,19.28844554,80.42564039
2605346,1,0.014441138,92.51692239,7.46863647
2964824,0,0.163766478,12.27487432,87.5613592
3208557,0,0.219764778,18.33068823,81.44954699
3239883,1,0.060956791,57.0604126,42.87863061
2663036,0,0.131121456,6.410918258,93.45796029
1.80017E+12,1,0.002210497,99.90559069,0.092198811
2675293,0,0.035995616,35.13706714,64.82693725
2634532,0,0.280319464,21.50623374,78.2134468
2631972,0,0.129368401,15.53925447,84.33137713
2546595,1,0.017665264,89.60480773,10.37752701
1.80017E+12,1,0.002210919,99.91189056,0.085898521
2669716,0,0.219333977,16.56067922,83.2199868
2608561,1,0.012635105,95.11786996,4.869494938
3371179,0,0.199960381,17.88256913,81.91747048
2516738,1,0.00350425,97.83153133,2.164964421
2659365,0,0.143137283,20.40143283,79.45542989
2515797,0,0.429239776,21.57522932,77.9955309
2649724,0,0.228826458,26.82650281,72.94467073
2664097,0,0.268086466,16.3541263,83.37778723
3346925,0,0.142920834,20.4812593,79.37581986
2909859,0,0.132086825,15.78049974,84.08741343
3284611,0,0.131839432,6.169056405,93.69910416
2660309,0,0.220587786,14.74635176,85.03306046
1.80017E+12,1,0.002210919,99.91189056,0.085898521
2933679,1,0.005241234,85.2261685,14.76859027
2340236,0,17.72544225,6.686247577,75.58831017
3194849,0,0.217481094,15.02523263,84.75728627
2570049,1,0.011804565,95.79654923,4.191646205
2522874,1,0.018401295,82.43967199,17.54192671
1.80017E+12,1,0.002210919,99.91189056,0.085898521
2504732,0,0.022367101,17.20706633,82.77056656
2351503,0,0.266110862,36.64594228,63.08794686
2900923,0,0.534076914,22.29780871,77.16811437
2940136,0,0.22777793,17.53315619,82.23906588
1.80017E+12,1,0.002210919,99.91189056,0.085898521
3405745,0,0.373097789,22.35509018,77.27181203
2844975,0,0.221987345,18.36592686,81.41208579
1.80017E+12,1,0.002210497,99.90559069,0.092198811
3379011,0,0.134392826,22.82090677,77.0447004
2549525,0,0.219606698,16.86099162,82.91940168
3134155,0,0.027037227,35.53877903,64.43418374
2322522,0,0.1489036,26.28540547,73.56569093
